State Postal Code,State FIPS Code,District ID,Name,Estimated Total Population,Estimated Population 5-17,Estimated number of relevant children 5 to 17 years old in poverty who are related to the householder
WA,53,00002,Inchelium School District,"1,231",189,44
WA,53,03720,Index School District,618,54,9
WA,53,03750,Issaquah School District,"120,121","22,715",847
WA,53,03780,Kahlotus School District,323,60,22
WA,53,03810,Kalama School District,"7,769","1,354",111
WA,53,03870,Keller School District,524,103,31
WA,53,00003,Kelso School District,"30,928","5,507",899
WA,53,03930,Kennewick School District,"103,168","20,452","2,775"
WA,53,03960,Kent School District,"179,558","29,989","4,261"
WA,53,03990,Kettle Falls School District,"6,022",936,144
WA,53,04020,Kiona-Benton City School District,"9,486","1,729",241
WA,53,04050,Kittitas School District,"4,236",736,57
WA,53,04080,Klickitat School District,581,80,13
WA,53,04170,La Center School District,"9,866","1,926",98
WA,53,04110,La Conner School District,"5,201",595,91
WA,53,04150,LaCrosse School District,623,87,18
WA,53,01200,Lake Chelan School District,"8,082","1,236",163
WA,53,07050,Lake Quinault School District,"1,047",174,40
WA,53,04200,Lake Stevens School District,"51,200","10,259",567
WA,53,04230,Lake Washington School District,"214,537","35,606","1,390"
WA,53,04260,Lakewood School District,"17,026","2,643",351
WA,53,04290,Lamont School District,170,27,9
WA,53,04380,Liberty School District,"5,086",827,77
WA,53,04410,Lind School District,"1,287",307,81
WA,53,04470,Longview Public Schools,"47,236","7,214","1,316"
WA,53,04500,Loon Lake School District,"2,010",255,50
WA,53,04530,Lopez School District,"3,003",286,47
WA,53,04590,Lyle School District,"3,145",410,72
WA,53,04620,Lynden School District,"22,746","4,352",303
WA,53,04650,Mabton School District,"3,112",770,191
WA,53,04710,Mansfield School District,564,85,16
WA,53,04740,Manson School District,"3,808",609,120
WA,53,04800,Mary M. Knight School District,"1,609",206,33
WA,53,04830,Mary Walker School District,"3,773",640,146
WA,53,04860,Marysville School District,"77,067","12,544","1,469"
WA,53,04890,McCleary School District,"3,576",572,72
WA,53,04920,Mead School District,"62,612","12,016","1,000"
WA,53,04950,Medical Lake School District,"11,349","1,801",208
WA,53,04980,Mercer Island School District,"25,715","4,878",118
WA,53,05010,Meridian School District,"11,402","1,705",204
WA,53,05020,Methow Valley School District,"6,343",859,70
WA,53,05040,Mill A School District,509,74,18
WA,53,05130,Monroe School District,"41,586","6,648",430
WA,53,05160,Montesano School District,"8,413","1,334",206
WA,53,05190,Morton School District,"2,866",333,44
WA,53,05220,Moses Lake School District,"47,256","9,756","1,341"
WA,53,05250,Mossyrock School District,"4,550",699,124
WA,53,05280,Mount Adams School District,"4,363",998,259
WA,53,05310,Mount Baker School District,"15,598","2,435",278
WA,53,05340,Mount Pleasant School District,344,41,3
WA,53,05400,Mount Vernon School District,"40,575","6,857",917
WA,53,05430,Mukilteo School District,"109,970","16,936","2,310"
WA,53,05460,Naches Valley School District,"8,776","1,613",218
WA,53,05490,Napavine School District,"4,745",774,65
WA,53,05520,Naselle-Grays River Valley School District,"2,372",340,35
WA,53,05550,Nespelem School District,"1,306",253,68
WA,53,05610,Newport School District,"9,038","1,399",268
WA,53,05640,Nine Mile Falls School District,"9,471","1,563",104
WA,53,05670,Nooksack Valley School District,"11,399","2,210",200
WA,53,05700,North Beach School District,"8,680",703,157
WA,53,05730,North Franklin School District,"10,970","2,211",414
WA,53,05760,North Kitsap School District,"51,122","7,166",548
WA,53,05790,North Mason School District,"16,839","2,444",339
WA,53,05820,North River School District,297,52,7
WA,53,05850,North Thurston Public Schools,"113,376","17,009","1,459"
WA,53,05880,Northport School District,"1,625",225,70
WA,53,05910,Northshore School District,"151,794","26,236",974
WA,53,05940,Oak Harbor School District,"41,771","6,006",409
WA,53,05970,Oakesdale School District,805,126,17
WA,53,06000,Oakville School District,"2,647",450,108
WA,53,06060,Ocean Beach School District,"12,316","1,047",189
WA,53,06090,Ocosta School District,"7,794",660,195
WA,53,06120,Odessa School District,"1,732",310,32
WA,53,06150,Okanogan School District,"5,527",993,172
WA,53,06180,Olympia School District,"72,017","10,394","1,070"
WA,53,06220,Omak School District,"10,747","1,930",371
WA,53,06240,Onalaska School District,"6,086",933,127
WA,53,06270,Onion Creek School District,484,62,19
WA,53,06300,Orcas Island School District,"6,338",587,79
WA,53,06330,Orchard Prairie School District,898,177,22
WA,53,06360,Orient School District,990,128,36
WA,53,06390,Orondo School District,"1,716",261,34
WA,53,06420,Oroville School District,"4,497",710,178
WA,53,06450,Orting School District,"16,809","3,249",168
WA,53,06480,Othello School District,"16,867","4,618",735
WA,53,06510,Palisades School District,267,46,10
WA,53,06540,Palouse School District,"1,386",237,11
WA,53,06570,Pasco School District,"86,912","20,405","2,379"
WA,53,06600,Pateros School District,"1,526",294,33
WA,53,06630,Paterson School District,390,87,7
WA,53,06660,Pe Ell School District,"1,799",249,30
WA,53,06690,Peninsula School District,"70,727","11,683",517
WA,53,06750,Pioneer School District,"11,589","1,491",179
WA,53,06780,Pomeroy School District,"2,323",377,65
WA,53,06820,Port Angeles School District,"32,141","4,325",566
WA,53,06840,Port Townsend School District,"16,281","1,344",178
WA,53,06870,Prescott School District,"1,649",345,46
WA,53,06900,Prosser School District,"13,681","2,901",331
WA,53,06930,Pullman School District,"34,725","3,236",324
WA,53,06960,Puyallup School District,"140,926","25,544","1,798"
WA,53,01380,Queets-Clearwater School District,562,32,11
WA,53,06990,Quilcene School District,"1,942",199,29
WA,53,07020,Quillayute Valley School District,"6,659","1,172",264
WA,53,07080,Quincy School District,"13,845","3,136",461
WA,53,07110,Rainier School District,"5,878","1,025",103
WA,53,07140,Raymond School District,"4,082",629,106
WA,53,07210,Reardan-Edwall School District,"5,168",994,124
WA,53,07230,Renton School District,"130,656","17,718","2,264"
WA,53,07260,Republic School District,"3,189",359,89
WA,53,07320,Richland School District,"80,571","15,487","1,312"
WA,53,07350,Ridgefield School District,"21,941","4,134",160
WA,53,07380,Ritzville School District,"2,415",421,58
WA,53,07440,Riverside School District,"12,312","2,040",247
WA,53,04560,Riverview School District,"21,648","3,807",130
WA,53,07470,Rochester School District,"15,365","2,477",244
WA,53,07530,Roosevelt School District,208,42,5
WA,53,07560,Rosalia School District,"1,140",237,33
WA,53,07620,Royal School District,"7,081","1,645",261
WA,53,07650,San Juan Island School District,"9,056",890,79
WA,53,07680,Satsop School District,625,110,18
WA,53,07710,Seattle Public Schools,"736,825","69,418","5,917"
WA,53,07740,Sedro-Woolley School District,"30,609","5,146",607
WA,53,07770,Selah School District,"20,242","4,177",459
WA,53,07800,Selkirk School District,"2,339",312,86
WA,53,07830,Sequim School District,"33,545","3,152",420
WA,53,07860,Shaw Island School District,265,22,1
WA,53,07900,Shelton School District,"26,216","4,131",663
WA,53,07920,Shoreline School District,"71,999","10,315",608
WA,53,07950,Skamania School District,924,127,13
WA,53,07980,Skykomish School District,641,68,6
WA,53,08020,Snohomish School District,"59,122","10,714",542
WA,53,08040,Snoqualmie Valley School District,"41,003","7,736",263
WA,53,08070,Soap Lake School District,"3,773",609,156
WA,53,08100,South Bend School District,"2,709",384,92
WA,53,08160,South Kitsap School District,"76,453","11,695","1,121"
WA,53,08190,South Whidbey School District,"16,860","1,757",119
WA,53,08220,Southside School District,"2,389",352,56
WA,53,08250,Spokane Public Schools,"245,040","35,277","6,056"
WA,53,08280,Sprague School District,757,129,22
WA,53,08310,St. John School District,"1,118",155,18
WA,53,08340,Stanwood-Camano School District,"37,760","5,413",399
WA,53,08370,Star School District,105,25,4
WA,53,08400,Starbuck School District,183,15,15
WA,53,08430,Stehekin School District,93,15,3
WA,53,08460,Steilacoom Historical School District,"23,392","3,953",255
WA,53,08490,Steptoe School District,279,51,2
WA,53,08520,Stevenson-Carson School District,"7,076",920,125
WA,53,08550,Sultan School District,"15,148","2,497",212
WA,53,08580,Summit Valley School District,670,114,22
WA,53,08610,Sumner School District,"55,897","10,613",524
WA,53,08670,Sunnyside School District,"24,722","6,200","1,182"
WA,53,08700,Tacoma Public Schools,"232,811","33,185","4,302"
WA,53,08730,Taholah School District,"1,221",346,87
WA,53,08760,Tahoma School District,"43,430","9,053",378
WA,53,08790,Tekoa School District,979,163,28
WA,53,08820,Tenino School District,"10,408","1,509",191
WA,53,08850,Thorp School District,"1,438",205,24
WA,53,08910,Toledo School District,"5,109",852,87
WA,53,08940,Tonasket School District,"7,030","1,130",281
WA,53,08970,Toppenish School District,"14,609","3,470",710
WA,53,09000,Touchet School District,"1,183",218,28
WA,53,09030,Toutle Lake School District,"4,141",768,75
WA,53,09060,Trout Lake School District,"1,185",198,33
WA,53,08130,Tukwila School District,"20,625","2,970",566
WA,53,09100,Tumwater School District,"43,930","6,911",644
WA,53,09150,Union Gap School District,"3,872",810,202
WA,53,09180,University Place School District,"32,256","5,685",457
WA,53,09240,Valley School District,"1,543",288,66
WA,53,09270,Vancouver Public Schools,"168,762","24,811","2,741"
WA,53,09300,Vashon Island School District,"11,041","1,410",117
WA,53,09330,Wahkiakum School District,"3,770",495,109
WA,53,09360,Wahluke School District,"8,152","2,012",351
WA,53,09390,Waitsburg School District,"1,537",274,28
WA,53,09450,Walla Walla Public Schools,"39,311","5,933",796
WA,53,09480,Wapato School District,"14,059","3,490",828
WA,53,09510,Warden School District,"3,837",865,175
WA,53,09540,Washougal School District,"22,850","3,739",266
WA,53,09570,Washtucna School District,342,67,7
WA,53,09600,Waterville School District,"1,802",328,42
WA,53,09630,Wellpinit School District,"1,423",315,63
WA,53,09660,Wenatchee School District,"47,423","8,244",872
WA,53,09690,West Valley School District (Spokane),"21,692","3,207",396
WA,53,09720,West Valley School District (Yakima),"32,465","6,288",713
WA,53,09750,White Pass School District,"4,237",468,60
WA,53,09780,White River School District,"24,832","4,695",226
WA,53,09810,White Salmon Valley School District,"9,338","1,210",148
WA,53,09840,Wilbur School District,"1,495",226,33
WA,53,09870,Willapa Valley School District,"2,390",327,34
WA,53,09900,Wilson Creek School District,583,112,15
WA,53,09930,Winlock School District,"5,007",810,102
WA,53,09990,Wishkah Valley School District,904,146,21
WA,53,10020,Wishram School District,385,43,16
WA,53,10050,Woodland School District,"14,369","2,649",239
WA,53,10110,Yakima School District,"80,262","16,571","4,230"
WA,53,10140,Yelm Community Schools,"36,142","6,528",575
WA,53,10170,Zillah School District,"5,235","1,203",136
WV,54,00030,Barbour County School District,"15,414","2,360",629
WV,54,00060,Berkeley County School District,"129,490","21,758","2,390"
WV,54,00090,Boone County School District,"20,968","3,225",802
WV,54,00120,Braxton County School District,"12,185","1,719",439
WV,54,00150,Brooke County School District,"21,733","2,844",450
WV,54,00180,Cabell County School District,"92,730","13,227","2,657"
WV,54,00210,Calhoun County School District,"6,068",834,224
WV,54,00240,Clay County School District,"7,814","1,294",423
WV,54,00270,Doddridge County School District,"7,698",758,184
WV,54,00300,Fayette County School District,"39,487","6,198","1,384"
WV,54,00330,Gilmer County School District,"7,325",819,201
WV,54,00360,Grant County School District,"10,968","1,542",303
WV,54,00390,Greenbrier County School District,"32,435","4,681",965
WV,54,00420,Hampshire County School District,"23,468","3,036",693
WV,54,00450,Hancock County School District,"28,172","3,950",586
WV,54,00480,Hardy County School District,"14,192","2,057",364
WV,54,00510,Harrison County School District,"64,915","10,238","1,927"
WV,54,00540,Jackson County School District,"27,716","4,398","1,112"
WV,54,00570,Jefferson County School District,"58,979","9,382",924
WV,54,00600,Kanawha County School District,"175,515","25,825","6,292"
WV,54,00630,Lewis County School District,"16,767","2,701",632
WV,54,00660,Lincoln County School District,"19,901","3,294","1,060"
WV,54,00690,Logan County School District,"31,316","4,849","1,376"
WV,54,00720,Marion County School District,"55,952","8,130","1,554"
WV,54,00750,Marshall County School District,"29,752","4,227","1,078"
WV,54,00780,Mason County School District,"25,000","3,828",927
WV,54,00810,McDowell County School District,"17,850","2,718","1,062"
WV,54,00840,Mercer County School District,"58,700","9,249","2,370"
WV,54,00870,Mineral County School District,"26,855","3,942",850
WV,54,00900,Mingo County School District,"22,573","3,679","1,320"
WV,54,00930,Monongalia School District,"106,869","12,310","1,562"
WV,54,00960,Monroe County School District,"12,296","1,788",369
WV,54,00990,Morgan County School District,"17,430","2,268",379
WV,54,01020,Nicholas County School District,"24,335","3,792",888
WV,54,01050,Ohio County School District,"41,447","6,046","1,075"
WV,54,01080,Pendleton County School District,"6,011",847,170
WV,54,01110,Pleasants County School District,"7,586","1,047",173
WV,54,01140,Pocahontas County School District,"7,819","1,008",255
WV,54,01170,Preston County School District,"34,172","4,669",779
WV,54,01200,Putnam County School District,"57,015","9,454","1,047"
WV,54,01230,Raleigh County School District,"72,882","11,534","3,049"
WV,54,01260,Randolph County School District,"27,600","3,693",791
WV,54,01290,Ritchie County School District,"8,207","1,217",349
WV,54,01320,Roane County School District,"13,834","2,113",562
WV,54,01350,Summers County School District,"11,762","1,367",459
WV,54,01380,Taylor County School District,"16,342","2,463",464
WV,54,01410,Tucker County School District,"6,568",663,147
WV,54,01440,Tyler County School District,"8,183","1,194",236
WV,54,01470,Upshur County School District,"23,712","3,670",852
WV,54,01500,Wayne County School District,"37,998","5,709","1,396"
WV,54,01530,Webster County School District,"8,167","1,201",411
WV,54,01560,Wetzel County School District,"14,025","2,125",542
WV,54,01590,Wirt County School District,"5,091",831,223
WV,54,01620,Wood County School District,"83,340","13,014","3,124"
WV,54,01650,Wyoming County School District,"20,527","3,140",894
WI,55,00030,Abbotsford School District,"3,684",742,101
